,Volcano Name,Eruption Type,Max. VEI,Country,Volcanic_Region,Volcano_type,Latitude,Longitude,Summit,Year
234,Sinarka,Uncertain Eruption,1,Russia,Kuril Islands,Stratovolcano,48.873°N,154.182°E,911,2014
235,Villarrica,Confirmed Eruption,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,2014
236,Lopevi,Uncertain Eruption,0,Vanuatu,Melanesia and Australia,Stratovolcano,16.507°S,168.346°E,1413,2014
237,Raung,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260,2014
238,Fogo,Confirmed Eruption,3,Cape Verde,Atlantic Ocean,Stratovolcano,14.95°N,24.35°W,2829,2014
239,Chirinkotan,Confirmed Eruption,2,Russia,Kuril Islands,Stratovolcano,48.98°N,153.48°E,724,2014
240,"Ruiz, Nevado del",Confirmed Eruption,2,Colombia,South America,Stratovolcano,4.892°N,75.324°W,5279,2014
241,Saunders,Confirmed Eruption,1,United Kingdom,Antarctica,Stratovolcano,57.8°S,26.483°W,843,2014
242,Pavlof,Confirmed Eruption,1,United States,Alaska,Stratovolcano,55.417°N,161.894°W,2493,2014
243,Turrialba,Confirmed Eruption,2,Costa Rica,México and Central America,Stratovolcano,10.025°N,83.767°W,3340,2014
244,Lewotobi,Uncertain Eruption,2,Indonesia,Indonesia,Stratovolcano,8.542°S,122.775°E,1703,2014
245,Ontakesan,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",Complex,35.893°N,137.48°E,3067,2014
246,Rincon de la Vieja,Confirmed Eruption,1,Costa Rica,México and Central America,Complex,10.83°N,85.324°W,1916,2014
247,Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,2014
248,Bardarbunga,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.633°N,17.516°W,2000,2014
249,Pacaya,Confirmed Eruption,1,Guatemala,México and Central America,Complex,14.382°N,90.601°W,2569,2014
250,Mayon,Confirmed Eruption,0,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462,2014
251,Sabancaya,Uncertain Eruption,1,Peru,South America,Stratovolcano,15.787°S,71.857°W,5960,2014
252,Kuchinoerabujima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,30.443°N,130.217°E,657,2014
253,San Cristobal,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745,2014
254,Rabaul,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688,2014
255,Copahue,Confirmed Eruption,1,Chile-Argentina,South America,Stratovolcano,37.856°S,71.183°W,2953,2014
256,Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.08°S,145.037°E,1807,2014
257,"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,2014
258,Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797,2014
259,Zhupanovsky,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Compound,53.589°N,159.15°E,2899,2014
260,Pavlof,Confirmed Eruption,3,United States,Alaska,Stratovolcano,55.417°N,161.894°W,2493,2014
261,Sangeang Api,Confirmed Eruption,3,Indonesia,Indonesia,Complex,8.2°S,119.07°E,1912,2014
262,Nyamulagira,Confirmed Eruption,0,DR Congo,Africa and Red Sea,Shield,1.408°S,29.2°E,3058,2014
263,Ahyi,Confirmed Eruption,0,United States,"Japan, Taiwan, Marianas",Submarine,20.42°N,145.03°E,-75,2014
264,Semeru,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657,2014
265,Krakatau,Confirmed Eruption,1,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155,2014
266,Karkar,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.649°S,145.964°E,1839,2014
267,Merapi,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,2014
268,Slamet,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.242°S,109.208°E,3428,2014
269,Kelud,Confirmed Eruption,4,Indonesia,Indonesia,Stratovolcano,7.935°S,112.314°E,1730,2014
270,Karangetang,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797,2014
271,San Cristobal,Confirmed Eruption,1,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745,2014
272,Marapi,Confirmed Eruption,1,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885,2014
273,Kavachi,Confirmed Eruption,1,Solomon Islands,Melanesia and Australia,Submarine,8.991°S,157.979°E,-20,2014
274,Shishaldin,Confirmed Eruption,1,United States,Alaska,Stratovolcano,54.756°N,163.97°W,2857,2014
275,Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,2014
276,Raung,Uncertain Eruption,1,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260,2014
277,San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,Stratovolcano,13.434°N,88.269°W,2130,2013
278,Nishinoshima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,27.247°N,140.874°E,25,2013
279,Merapi,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,2013
280,Langila,Uncertain Eruption,0,Papua New Guinea,Melanesia and Australia,Complex,5.525°S,148.42°E,1330,2013
281,Zhupanovsky,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Compound,53.589°N,159.15°E,2899,2013
282,Barren Island,Confirmed Eruption,2,India,Indonesia,Stratovolcano,12.278°N,93.858°E,354,2013
283,Tangkuban Parahu,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,6.77°S,107.6°E,2084,2013
284,Zubair Group,Confirmed Eruption,2,Yemen,Africa and Red Sea,Shield,15.05°N,42.18°E,191,2013
285,Telica,Confirmed Eruption,1,Nicaragua,México and Central America,Stratovolcano,12.606°N,86.84°W,1036,2013
286,Sinabung,Confirmed Eruption,4,Indonesia,Indonesia,Stratovolcano,3.17°N,98.392°E,2460,2013
287,Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,2013
288,Ubinas,Confirmed Eruption,2,Peru,South America,Stratovolcano,16.355°S,70.903°W,5672,2013
289,Iliwerung,Confirmed Eruption,0,Indonesia,Indonesia,Complex,8.532°S,123.573°E,583,2013
290,Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,2013
291,Ketoi,Uncertain Eruption,0,Russia,Kuril Islands,Stratovolcano,47.35°N,152.475°E,1172,2013
292,Villarrica,Confirmed Eruption,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,2013
293,Ulawun,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.05°S,151.33°E,2334,2013
294,Izu-Torishima,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,30.484°N,140.303°E,394,2013
295,Raung,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260,2013
296,Veniaminof,Confirmed Eruption,3,United States,Alaska,Stratovolcano,56.17°N,159.38°W,2507,2013
297,Chirinkotan,Confirmed Eruption,1,Russia,Kuril Islands,Stratovolcano,48.98°N,153.48°E,724,2013
298,San Cristobal,Confirmed Eruption,1,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745,2013
299,Semeru,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657,2013
300,Kikai,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Caldera,30.793°N,130.305°E,704,2013
301,Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,1.697°S,101.264°E,3800,2013
302,Turrialba,Confirmed Eruption,2,Costa Rica,México and Central America,Stratovolcano,10.025°N,83.767°W,3340,2013
303,Pavlof,Confirmed Eruption,3,United States,Alaska,Stratovolcano,55.417°N,161.894°W,2493,2013
304,Masaya,Uncertain Eruption,0,Nicaragua,México and Central America,Caldera,11.985°N,86.165°W,594,2013
305,Mayon,Confirmed Eruption,2,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462,2013
306,Lascar,Confirmed Eruption,1,Chile,South America,Stratovolcano,23.37°S,67.73°W,5592,2013
307,Pacaya,Confirmed Eruption,2,Guatemala,México and Central America,Complex,14.382°N,90.601°W,2569,2013
308,Tangkuban Parahu,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,6.77°S,107.6°E,2084,2013
309,Barren Island,Confirmed Eruption,1,India,Indonesia,Stratovolcano,12.278°N,93.858°E,354,2013
310,Etorofu-Yakeyama [Grozny Group],Confirmed Eruption,2,Japan - administered by Russia,Kuril Islands,Complex,45.012°N,147.871°E,1158,2013
311,Mariana Back-Arc Segment at 15.5°N,Confirmed Eruption,0,United States,"Japan, Taiwan, Marianas",Submarine,15.406°N,144.506°E,-4100,2013
312,Karkar,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.649°S,145.964°E,1839,2013
313,Sangay,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,2.005°S,78.341°W,5286,2013
314,Gamkonora,Uncertain Eruption,1,Indonesia,Indonesia,Stratovolcano,1.38°N,127.53°E,1635,2013
315,Rabaul,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688,2013
316,Colima,Confirmed Eruption,2,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,2013
317,San Cristobal,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745,2012
318,Copahue,Confirmed Eruption,2,Chile-Argentina,South America,Stratovolcano,37.856°S,71.183°W,2953,2012
319,Langila,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,Complex,5.525°S,148.42°E,1330,2012
320,Tolbachik,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,2012
321,Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,Stratovolcano,39.157°S,175.632°E,1978,2012
322,Villarrica,Uncertain Eruption,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,2012
323,Chirpoi,Confirmed Eruption,0,Russia,Kuril Islands,Caldera,46.532°N,150.871°E,742,2012
324,Ulawun,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.05°S,151.33°E,2334,2012
325,Pagan,Confirmed Eruption,2,United States,"Japan, Taiwan, Marianas",Stratovolcano,18.13°N,145.8°E,570,2012
326,Rincon de la Vieja,Confirmed Eruption,1,Costa Rica,México and Central America,Complex,10.83°N,85.324°W,1916,2012
327,Raung,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260,2012
328,Paluweh,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.32°S,121.708°E,875,2012
329,Alaid,Confirmed Eruption,2,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,2012
330,Marapi,Confirmed Eruption,1,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885,2012
331,Gamalama,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,0.8°N,127.33°E,1715,2012
332,Lokon-Empung,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,1.358°N,124.792°E,1580,2012
333,San Cristobal,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745,2012
334,Heard,Confirmed Eruption,0,Australia,Middle East and Indian Ocean,Stratovolcano,53.106°S,73.513°E,2745,2012
335,Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,2012
336,Soputan,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,1.112°N,124.737°E,1785,2012
337,Etorofu-Yakeyama [Grozny Group],Confirmed Eruption,2,Japan - administered by Russia,Kuril Islands,Complex,45.012°N,147.871°E,1158,2012
338,Whakaari/White Island,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,Stratovolcano,37.52°S,177.18°E,294,2012
339,Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,Stratovolcano,39.157°S,175.632°E,1978,2012
340,Monowai,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,Submarine,25.887°S,177.188°W,-132,2012
341,Langila,Uncertain Eruption,0,Papua New Guinea,Melanesia and Australia,Complex,5.525°S,148.42°E,1330,2012
342,Havre Seamount,Confirmed Eruption,1,New Zealand,New Zealand to Fiji,Submarine,31.08°S,179.033°W,-897,2012
343,Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797,2012
344,Galeras,Confirmed Eruption,2,Colombia,South America,Complex,1.22°N,77.37°W,4276,2012
345,Sirung,Confirmed Eruption,2,Indonesia,Indonesia,Complex,8.508°S,124.13°E,862,2012
346,Ulawun,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.05°S,151.33°E,2334,2012
347,Witori,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Caldera,5.576°S,150.516°E,724,2012
348,Masaya,Confirmed Eruption,1,Nicaragua,México and Central America,Caldera,11.985°N,86.165°W,594,2012
349,Marapi,Confirmed Eruption,1,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885,2012
350,"Ruiz, Nevado del",Confirmed Eruption,3,Colombia,South America,Stratovolcano,4.892°N,75.324°W,5279,2012
351,Rincon de la Vieja,Confirmed Eruption,1,Costa Rica,México and Central America,Complex,10.83°N,85.324°W,1916,2012
352,Kanaga,Confirmed Eruption,2,United States,Alaska,Stratovolcano,51.923°N,177.168°W,1307,2012
353,Ioto,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Caldera,24.751°N,141.289°E,169,2012
354,Karkar,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.649°S,145.964°E,1839,2012
355,Turrialba,Confirmed Eruption,2,Costa Rica,México and Central America,Stratovolcano,10.025°N,83.767°W,3340,2012
356,Callaqui,Uncertain Eruption,0,Chile,South America,Stratovolcano,37.92°S,71.45°W,3164,2012
357,Lewotolok,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,8.274°S,123.508°E,1431,2012
358,Zubair Group,Confirmed Eruption,2,Yemen,Africa and Red Sea,Shield,15.05°N,42.18°E,191,2011
359,Kerinci,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,1.697°S,101.264°E,3800,2011
360,Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,0.8°N,127.33°E,1715,2011
361,Tungurahua,Confirmed Eruption,3,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023,2011
362,Nyamulagira,Confirmed Eruption,2,DR Congo,Africa and Red Sea,Shield,1.408°S,29.2°E,3058,2011
363,Klyuchevskoy,Uncertain Eruption,0,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,2011
364,"Hudson, Cerro",Confirmed Eruption,2,Chile,South America,Stratovolcano,45.9°S,72.97°W,1905,2011
365,Hierro,Confirmed Eruption,2,Spain,Atlantic Ocean,Shield,27.73°N,18.03°W,1500,2011
366,Gaua,Confirmed Eruption,1,Vanuatu,Melanesia and Australia,Stratovolcano,14.27°S,167.5°E,797,2011
367,Rincon de la Vieja,Confirmed Eruption,1,Costa Rica,México and Central America,Complex,10.83°N,85.324°W,1916,2011
368,San Cristobal,Confirmed Eruption,1,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745,2011
369,Marapi,Confirmed Eruption,2,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885,2011
370,Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155,2011
371,Langila,Uncertain Eruption,0,Papua New Guinea,Melanesia and Australia,Complex,5.525°S,148.42°E,1330,2011
372,Cleveland,Confirmed Eruption,2,United States,Alaska,Stratovolcano,52.825°N,169.944°W,1730,2011
373,Soputan,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,1.112°N,124.737°E,1785,2011
374,Lokon-Empung,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,1.358°N,124.792°E,1580,2011
375,"Lengai, Ol Doinyo",Confirmed Eruption,0,Tanzania,Africa and Red Sea,Stratovolcano,2.764°S,35.914°E,2962,2011
376,Nabro,Confirmed Eruption,4,Eritrea,Africa and Red Sea,Stratovolcano,13.37°N,41.7°E,2218,2011
377,Sangay,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,2.005°S,78.341°W,5286,2011
378,Puyehue-Cordon Caulle,Confirmed Eruption,5,Chile,South America,Stratovolcano,40.59°S,72.117°W,2236,2011
379,Ambae,Confirmed Eruption,1,Vanuatu,Melanesia and Australia,Shield,15.389°S,167.835°E,1496,2011
380,Grimsvotn,Confirmed Eruption,4,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,2011
381,Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,2011
382,Semeru,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657,2011
383,Pagan,Confirmed Eruption,2,United States,"Japan, Taiwan, Marianas",Stratovolcano,18.13°N,145.8°E,570,2011
384,Tungurahua,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023,2011
385,Axial Seamount,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,Submarine,45.95°N,130°W,-1410,2011
386,Galeras,Uncertain Eruption,0,Colombia,South America,Complex,1.22°N,77.37°W,4276,2011
387,Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,2011
388,Rabaul,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688,2011
389,Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797,2011
390,Telica,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.606°N,86.84°W,1036,2011
391,Lokon-Empung,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,1.358°N,124.792°E,1580,2011
392,Planchon-Peteroa,Confirmed Eruption,3,Chile,South America,Stratovolcano,35.223°S,70.568°W,3977,2011
393,Kirishimayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Shield,31.934°N,130.862°E,1700,2011
394,Turrialba,Confirmed Eruption,1,Costa Rica,México and Central America,Stratovolcano,10.025°N,83.767°W,3340,2011
395,Dallol,Confirmed Eruption,0,Ethiopia,Africa and Red Sea,Explosion crater,14.242°N,40.3°E,-48,2011
396,Tengger Caldera,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,7.942°S,112.95°E,2329,2010
397,Tungurahua,Confirmed Eruption,3,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023,2010
398,Kizimen,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,55.131°N,160.32°E,2334,2010
399,Bulusan,Confirmed Eruption,2,Philippines,Philippines and SE Asia,Stratovolcano,12.769°N,124.056°E,1535,2010
400,Merapi,Confirmed Eruption,4,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,2010
401,Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155,2010
402,"Fournaise, Piton de la",Confirmed Eruption,1,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,2010
403,Sarychev Peak,Uncertain Eruption,2,Russia,Kuril Islands,Stratovolcano,48.092°N,153.2°E,1496,2010
404,Barren Island,Confirmed Eruption,2,India,Indonesia,Stratovolcano,12.278°N,93.858°E,354,2010
405,Cleveland,Uncertain Eruption,2,United States,Alaska,Stratovolcano,52.825°N,169.944°W,1730,2010
406,Planchon-Peteroa,Confirmed Eruption,2,Chile,South America,Stratovolcano,35.223°S,70.568°W,3977,2010
407,Sinabung,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,3.17°N,98.392°E,2460,2010
408,Etna,Confirmed Eruption,1,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,2010
409,Galeras,Confirmed Eruption,2,Colombia,South America,Complex,1.22°N,77.37°W,4276,2010
410,Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.08°S,145.037°E,1807,2010
411,Karangetang,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797,2010
412,Turrialba,Uncertain Eruption,2,Costa Rica,México and Central America,Stratovolcano,10.025°N,83.767°W,3340,2010
413,Rabaul,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688,2010
414,Ubinas,Uncertain Eruption,1,Peru,South America,Stratovolcano,16.355°S,70.903°W,5672,2010
415,Ebeko,Confirmed Eruption,1,Russia,Kuril Islands,Stratovolcano,50.686°N,156.014°E,1103,2010
416,Ekarma,Confirmed Eruption,2,Russia,Kuril Islands,Stratovolcano,48.958°N,153.93°E,1170,2010
417,Ioto,Uncertain Eruption,1,Japan,"Japan, Taiwan, Marianas",Caldera,24.751°N,141.289°E,169,2010
418,San Cristobal,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745,2010
419,Gorely,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,Caldera,52.559°N,158.03°E,1799,2010
420,Cleveland,Confirmed Eruption,2,United States,Alaska,Stratovolcano,52.825°N,169.944°W,1730,2010
