Volcano Name,Eruption Type,Start Date,Max. VEI,Country,Volcanic_Region,Volcano_type,Latitude,Longitude,Summit
Kanlaon,Confirmed Eruption,1996 Aug 10,2,Philippines,Philippines and SE Asia,Stratovolcano,10.412°N,123.132°E,2435
Bezymianny,Confirmed Eruption,1996 Jul 23,0,Russia,Kamchatka and Mainland Asia,Stratovolcano,55.972°N,160.595°E,2882
Krakatau,Confirmed Eruption,1996 Jul 16,2,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155
Gamalama,Confirmed Eruption,1996 Jul 2,2,Indonesia,Indonesia,Stratovolcano(es),0.8°N,127.33°E,1715
Galapagos Rift,Confirmed Eruption,1996 Jul 2,0,Undersea Features,Hawaii and Pacific Ocean,Submarine,0.792°N,86.15°W,-2430
Pagan,Confirmed Eruption,1996 Jul 2,1,United States,"Japan, Taiwan, Marianas",Stratovolcano(es),18.13°N,145.8°E,570
Atka,Discredited Eruption,1996 Jun 29,--,United States,Alaska,Stratovolcano(es),52.331°N,174.139°W,1448
Ruang,Uncertain Eruption,1996 Jun 27,--,Indonesia,Indonesia,Stratovolcano,2.3°N,125.37°E,725
Ruapehu,Confirmed Eruption,1996 Jun 16,3,New Zealand,New Zealand to Fiji,Stratovolcano,39.28°S,175.57°E,2797
Ambrym,Confirmed Eruption,1996 Jun 16,1,Vanuatu,Melanesia and Australia,Pyroclastic shield,16.25°S,168.12°E,1334
Kanaga,Uncertain Eruption,1996 Jun 11,1,United States,Alaska,Stratovolcano,51.923°N,177.168°W,1307
Sorikmarapi,Uncertain Eruption,1996 May 5,--,Indonesia,Indonesia,Stratovolcano,0.686°N,99.539°E,2145
Poas,Confirmed Eruption,1996 Apr 8,1,Costa Rica,México and Central America,Stratovolcano,10.2°N,84.233°W,2697
Ruapehu,Uncertain Eruption,1996 Mar 21,0,New Zealand,New Zealand to Fiji,Stratovolcano,39.28°S,175.57°E,2797
Popocatepetl,Confirmed Eruption,1996 Mar 5,3,Mexico,México and Central America,Stratovolcano(es),19.023°N,98.622°W,5393
Hokkaido-Komagatake,Confirmed Eruption,1996 Mar 5,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,42.063°N,140.677°E,1131
North Gorda Ridge Segment,Confirmed Eruption,1996 Feb 28,0,Undersea Features,Hawaii and Pacific Ocean,Submarine,42.67°N,126.78°W,-3000
Loihi,Confirmed Eruption,1996 Feb 25,0,United States,Hawaii and Pacific Ocean,Submarine,18.92°N,155.27°W,-975
